Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
59807573,On Quality: An Inquiry into Excellence: Unpublished and Selected Writings,Robert M. Pirsig,"Pirsig, Robert M.",Wendy K. Pirsig,"=""""","=""""",5,3.60,Mariner Books,Kindle Edition,192,2022,,2023/08/15,2022/04/26,,,read,,,,1,0
27426044,"Nyxia (The Nyxia Triad, #1)",Scott Reintgen,"Reintgen, Scott",,"=""""","=""""",5,4.13,Crown Books for Young Readers,Kindle Edition,384,2017,2017,2023/06/27,2023/06/27,,,read,,,,1,0
58744261,Echogenesis,Gary Gibson,"Gibson, Gary",,"=""""","=""""",5,4.10,,Kindle Edition,259,2021,,2023/06/14,2023/06/14,,,read,,,,1,0
11722970,Service-Oriented Design with Ruby and Rails (Addison-Wesley Professional Ruby Series),Paul Dix,"Dix, Paul",,"=""6612739118""","=""9786612739118""",0,3.65,,Kindle Edition,448,,2010,,2016/08/14,currently-reading,currently-reading (#5),currently-reading,,,,1,0
59783101,Build: An Unorthodox Guide to Making Things Worth Making,Tony Fadell,"Fadell, Tony",,"=""""","=""""",0,4.34,Harper Business,Kindle Edition,414,2022,,,2022/06/22,currently-reading,currently-reading (#4),currently-reading,,,,1,0
59771411,The Violin Conspiracy,Brendan Slocumb,"Slocumb, Brendan",,"=""""","=""""",0,4.14,Anchor,Kindle Edition,334,2022,2022,,2022/06/20,currently-reading,currently-reading (#3),currently-reading,,,,1,0
13507787,Practical Object Oriented Design in Ruby,Sandi Metz,"Metz, Sandi",,"=""0321721330""","=""9780321721334""",5,4.54,Addison-Wesley Professional,Paperback,247,2012,2012,2022/05/26,2021/10/13,,,read,,,,1,0
46347,All the Shah's Men: An American Coup and the Roots of Middle East Terror,Stephen Kinzer,"Kinzer, Stephen",,"=""0471678783""","=""9780471678786""",0,4.28,"John Wiley & Sons (Hoboken, NJ)",Paperback,272,2004,2003,2022/05/26,2016/12/30,"2017, 2018, abandoned","2017 (#31), 2018 (#3), abandoned (#34)",read,,,,2,0
55530234,Not All Fairy Tales Have Happy Endings: The rise and fall of Sierra On-Line,Ken    Williams,"Williams, Ken",,"=""""","=""""",3,4.04,Lulu,Kindle Edition,410,2020,,2022/05/26,2022/04/20,abandoned,abandoned (#33),read,,,,1,0
56090120,The Becoming (The Becoming #1),Jessica Meigs,"Meigs, Jessica",,"=""""","=""""",3,3.77,,Kindle Edition,439,2020,2011,2022/05/26,2022/05/15,abandoned,abandoned (#32),read,,,,1,1
36510122,"Eon (The Way, #1)",Greg Bear,"Bear, Greg",,"=""""","=""""",0,3.88,Open Road Media Sci-Fi & Fantasy,Kindle Edition,481,2014,1985,,2022/05/26,currently-reading,currently-reading (#2),currently-reading,,,,1,0
58786858,The High Sierra: A Love Story,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""031659301X""","=""9780316593014""",0,4.29,"Little, Brown and Company",Hardcover,560,2022,2022,,2022/05/17,to-read,to-read (#472),to-read,,,,0,0
58103132,The Great Mental Models: General Thinking Concepts,Shane Parrish,"Parrish, Shane",Rhiannon Beaubien,"=""1999449010""","=""""",5,4.08,Latticework Publishing Inc.,Kindle Edition,197,2019,2018,2022/05/15,2022/04/24,,,read,,,,1,0
2723,The Years of Rice and Salt,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553580078""","=""9780553580075""",0,3.75,Bantam Books,Mass Market Paperback,763,2003,2002,,2022/04/23,to-read,to-read (#471),to-read,,,,0,0
136181,The Halo Effect: ... and the Eight Other Business Delusions That Deceive Managers,Philip M. Rosenzweig,"Rosenzweig, Philip M.",,"=""0743291255""","=""9780743291255""",0,3.88,Free Press,Hardcover,256,2007,2007,,2022/04/23,to-read,to-read (#470),to-read,,,,0,0
56404444,Bewilderment,Richard Powers,"Powers, Richard",,"=""0393881148""","=""9780393881141""",0,3.93,W. W. Norton Company,Hardcover,278,2021,2021,,2022/04/20,to-read,to-read (#469),to-read,,,,0,0
23398715,"How Music Got Free: The End of an Industry, the Turn of the Century, and the Patient Zero of Piracy",Stephen Richard Witt,"Witt, Stephen Richard",,"=""0525426612""","=""9780525426615""",0,4.23,Viking,Hardcover,296,2015,2015,,2022/04/20,to-read,to-read (#468),to-read,,,,0,0
12917506,The Making of Prince of Persia,Jordan Mechner,"Mechner, Jordan",,"=""""","=""""",5,4.05,,Kindle Edition,332,2011,2011,2022/04/20,2019/03/07,,,read,,,,1,0
59366154,"Freezing Order: A True Story of Money Laundering, Murder, and Surviving Vladimir Putin's Wrath",Bill Browder,"Browder, Bill",,"=""1982153288""","=""9781982153281""",0,4.33,Simon & Schuster,Hardcover,336,2022,2022,,2022/04/13,to-read,to-read (#467),to-read,,,,0,0
60030370,Tips From The agile Trenches: for scrummasters & agile coaches,Yves Hanoulle,"Hanoulle, Yves",Gerald Weinberg,"=""""","=""""",0,4.50,,Kindle Edition,294,2021,,2022/04/02,2022/01/04,abandoned,abandoned (#31),read,,,,1,0
53984167,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""""","=""""",0,4.13,Tor Science Fiction,Kindle Edition,624,2007,1992,2022/04/02,2021/10/04,abandoned,abandoned (#30),read,,,,1,0
36449535,"Columbus Day (Expeditionary Force, #1)",Craig Alanson,"Alanson, Craig",,"=""1520126247""","=""9781520126241""",1,4.26,Independently published,Paperback,299,2017,2016,2022/04/02,2021/11/15,abandoned,abandoned (#29),read,,,,1,0
40961561,The Big Burn: Teddy Roosevelt and the Fire that Saved America,Timothy Egan,"Egan, Timothy",,"=""""","=""""",0,4.12,Mariner Books; Reprint edition,Kindle Edition,349,2009,2009,,2022/03/30,to-read,to-read (#466),to-read,,,,0,0
528786,Tog on Interface,Bruce Tognazzini,"Tognazzini, Bruce",,"=""0201608421""","=""9780201608427""",0,3.94,Addison-Wesley Professional,Paperback,352,1992,1992,,2022/03/17,to-read,to-read (#465),to-read,,,,0,0
11612989,The Dictator's Handbook: Why Bad Behavior Is Almost Always Good Politics,Bruce Bueno de Mesquita,"Mesquita, Bruce Bueno de",Alastair Smith,"=""161039044X""","=""9781610390446""",0,4.27,PublicAffairs,Hardcover,321,2011,2011,,2022/03/14,to-read,to-read (#464),to-read,,,,0,0
42111547,America Before: The Key to Earth's Lost Civilization,Graham Hancock,"Hancock, Graham",,"=""""","=""""",0,4.13,Coronet,Kindle Edition,624,2019,2019,,2022/02/14,to-read,to-read (#463),to-read,,,,0,0
50535129,"The Enigma Cube (Alien Artifact, #1)",Douglas E. Richards,"Richards, Douglas E.",,"=""""","=""""",0,4.12,,Kindle Edition,424,2020,2020,,2022/02/11,to-read,to-read (#462),to-read,,,,0,0
34611151,The Messiah Conspiracy: Book One,Ian C.P. Irvine,"Irvine, Ian C.P.",,"=""""","=""""",0,3.94,Lilyhill Top 10  Suspense Medical Thriller Unlimited Press,Kindle Edition,,2017,2011,,2022/02/11,to-read,to-read (#461),to-read,,,,0,0
40881542,"Wired (Wired, #1)",Douglas E. Richards,"Richards, Douglas E.",,"=""""","=""""",0,3.89,Paragon Press,Kindle Edition,358,2012,2005,,2022/02/11,to-read,to-read (#460),to-read,,,,0,0
51035278,Leadership Is Language: The Hidden Power of What You Say--and What You Don't,L. David Marquet,"Marquet, L. David",,"=""""","=""""",0,4.10,Portfolio,Kindle Edition,272,2020,2020,,2021/10/05,currently-reading,currently-reading (#1),currently-reading,,,,1,0
104342,"Grass (Arbai, #1)",Sheri S. Tepper,"Tepper, Sheri S.",,"=""""","=""""",0,4.03,Gollancz,Paperback,544,2002,1989,,2022/01/21,to-read,to-read (#459),to-read,,,,0,0
6261332,Shop Class as Soulcraft: An Inquiry Into the Value of Work,Matthew B. Crawford,"Crawford, Matthew B.",,"=""1594202230""","=""9781594202230""",3,3.75,"Penguin Press HC, The",Hardcover,241,2009,2009,2022/01/05,2018/05/10,,,read,"The language is unnecessarily inflated, and it is hugely derivative of Zen & The Art of Motorcycle Maintenance, but I still enjoyed it quite a bit.",,adam wiggins based on ZAMM rec,2,0
925803,After Tamerlane: The Global History of Empire Since 1405,John Darwin,"Darwin, John",,"=""1596913932""","=""9781596913936""",0,4.02,Bloomsbury Press,Hardcover,592,2008,2007,,2022/01/14,to-read,to-read (#458),to-read,,,,0,0
52166,Mao Zedong: A Life,Jonathan D. Spence,"Spence, Jonathan D.",,"=""0143037722""","=""9780143037729""",0,3.48,Penguin Books,Paperback,188,2006,1999,,2022/01/04,to-read,to-read (#457),to-read,,,,0,0
43700662,The Future Of Fusion Energy,Jason Parisi,"Parisi, Jason",Justin Ball,"=""""","=""""",0,4.49,World Scientific Publishing Europe Ltd,Kindle Edition,406,2019,2018,,2022/01/04,to-read,to-read (#456),to-read,,,,0,0
54734969,"Burn: New Research Blows the Lid Off How We Really Burn Calories, Lose Weight, and Stay Healthy",Herman Pontzer,"Pontzer, Herman",,"=""0525541527""","=""9780525541523""",0,4.15,Avery,Hardcover,384,2021,2021,,2021/12/30,to-read,to-read (#455),to-read,,,,0,0
20262502,The Moor's Account,Laila Lalami,"Lalami, Laila",,"=""0307911667""","=""9780307911667""",0,4.03,Pantheon,Hardcover,321,2014,2014,,2021/12/30,to-read,to-read (#454),to-read,,,,0,0
57846996,"Red Roulette: An Insider's Story of Wealth, Power, Corruption and Vengeance in Today's China",Desmond Shum,"Shum, Desmond",Tim Chiou,"=""1398510394""","=""9781398510395""",0,3.91,Simon & Schuster Audio UK,Audiobook,,2021,2021,,2021/12/30,to-read,to-read (#453),to-read,,,,0,0
40308171,"No Beast So Fierce: The Terrifying True Story of the Champawat Tiger, the Deadliest Man-Eater in History",Dane Huckelbridge,"Huckelbridge, Dane",,"=""0062678841""","=""9780062678843""",0,3.82,Mariner Books,Hardcover,304,2019,2019,,2021/12/26,to-read,to-read (#452),to-read,,,,0,0
56155133,The Man from the Future,Ananyo Bhattacharya,"Bhattacharya, Ananyo",,"=""0241398851""","=""9780241398852""",0,4.10,Allen Lane,Hardcover,354,2021,2021,,2021/12/24,to-read,to-read (#451),to-read,,,,0,0
28589297,Unsong,Scott   Alexander,"Alexander, Scott",,"=""""","=""""",0,4.40,,ebook,795,2017,2017,,2021/12/24,to-read,to-read (#450),to-read,,,,0,0
54140556,Working in Public: The Making and Maintenance of Open Source Software,Nadia Eghbal,"Eghbal, Nadia",,"=""0578675862""","=""9780578675862""",0,3.97,Stripe Press,Hardcover,252,2020,2020,,2021/12/24,to-read,to-read (#449),to-read,,,,0,0
18886376,Traction: Get a Grip on Your Business,Gino Wickman,"Wickman, Gino",,"=""""","=""""",3,4.13,BenBella Books,Kindle Edition,274,2012,2007,2021/12/24,2021/11/27,,,read,Meh. If you've read anything like Andy Grove's work this will feel like a slight rehash / variant. So many organizations are dysfunctional and IMO adopting the practices in this book will help a lot.,,,1,0
42036377,Where Is My Flying Car?: A Memoir of Future Past,J. Storrs Hall,"Hall, J. Storrs",,"=""""","=""""",0,4.10,,Kindle Edition,609,2018,,,2021/12/24,to-read,to-read (#448),to-read,,,,0,0
50363684,Become an Effective Software Engineering Manager,James Stanier,"Stanier, James",,"=""1680507249""","=""9781680507249""",0,4.39,The Pragmatic Bookshelf,Paperback,374,2020,2020,,2021/12/20,to-read,to-read (#447),to-read,,,,0,0
22738693,The Medusa Chronicles,Stephen Baxter,"Baxter, Stephen",Alastair Reynolds,"=""1473210186""","=""9781473210189""",0,3.81,Gollancz,Hardcover,326,2016,2016,,2021/12/20,to-read,to-read (#446),to-read,,,,0,0
27246121,The Invention of Russia: From Gorbachev's Freedom to Putin's War,Arkady Ostrovsky,"Ostrovsky, Arkady",,"=""0399564160""","=""9780399564161""",0,4.04,Viking,Hardcover,384,2016,2015,,2021/12/17,to-read,to-read (#445),to-read,,,,0,0
29429893,Blitzed: Drugs in Nazi Germany,Norman Ohler,"Ohler, Norman",Shaun Whiteside,"=""0241256992""","=""9780241256992""",2,4.05,Allen Lane,Hardcover,360,2016,2015,2021/12/16,2020/02/22,,,read,"Couldn't finish it. First couple chapters were good but it kind of kept repeating the same thing. I get it, the Nazis used meth. Could've been a blog post.",,,1,0
57206446,"Pandemia: How Coronavirus Hysteria Took Over Our Government, Rights, and Lives",Alex Berenson,"Berenson, Alex",,"=""1684512484""","=""9781684512485""",0,4.61,Regnery Publishing,Hardcover,382,2021,2021,,2021/11/30,to-read,to-read (#444),to-read,,,,0,0
58647975,Viral: The Search for the Origin of COVID-19,Alina Chan,"Chan, Alina",Matt Ridley,"=""""","=""""",0,4.30,Harper,Kindle Edition,416,2021,2021,,2021/11/24,to-read,to-read (#443),to-read,,,,0,0
56913168,100 Things We've Lost to the Internet,Pamela Paul,"Paul, Pamela",,"=""0593136772""","=""9780593136775""",0,3.42,Crown,Hardcover,288,2021,2021,,2021/11/16,to-read,to-read (#442),to-read,,,,0,0
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,"=""""","=""""",0,4.01,Ace Books,Mass Market Paperback,264,1987,1959,,2021/11/08,to-read,to-read (#441),to-read,,,,0,0
25733573,Reasons to Stay Alive,Matt Haig,"Haig, Matt",,"=""0143128728""","=""9780143128724""",0,4.08,Penguin Life,Paperback,256,2016,2015,,2021/11/08,to-read,to-read (#440),to-read,,,,0,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",3,4.31,Tor,Mass Market Paperback,324,2004,1985,2021/11/04,2012/03/07,2017,2017 (#8),read,"Good, but not as good as everyone told me it would be.",,,1,0
52659699,The Secret Horsepower Race: Western Front Fighter Engine Development,Calum E Douglas,"Douglas, Calum E",,"=""1911658506""","=""9781911658504""",0,4.80,Tempest,Hardcover,480,2020,,,2021/11/04,to-read,to-read (#439),to-read,,,,0,0
434706,The Success of Open Source,Steven Weber,"Weber, Steven",,"=""0674018583""","=""9780674018587""",0,3.91,Harvard University Press,Paperback,320,2005,2004,,2021/11/03,to-read,to-read (#438),to-read,,,,0,0
3411482,"How to Build With Grid Beam: A Fast, Easy and Affordable System for Constructing Almost Anything",Phil Jergenson,"Jergenson, Phil","Richard Jergenson, Wilma Keppel","=""0865716137""","=""9780865716131""",0,4.00,New Society Publishers,Paperback,288,2008,2008,,2021/10/21,to-read,to-read (#437),to-read,,,,0,0
17897657,"Ghostly Apparitions: German Idealism, the Gothic Novel, and Optical Media (Mit Press)",Stefan Andriopoulos,"Andriopoulos, Stefan",,"=""1935408356""","=""9781935408352""",0,3.38,Zone Books,Hardcover,238,2013,2013,,2021/10/21,to-read,to-read (#436),to-read,,,,0,0
990785,Renegades of the Empire: How Three Software Warriors Started a Revolution Behind the Walls of Fortress Microsoft,Michael Drummond,"Drummond, Michael",,"=""0609604163""","=""9780609604168""",0,3.71,Crown,Hardcover,320,1999,1999,,2021/10/14,to-read,to-read (#435),to-read,,,,0,0
18950248,The Big White Lie: The Deep Cover Operation That Exposed the CIA Sabotage of the Drug War,Michael Levine,"Levine, Michael",Laura Kavanau-Levine,"=""""","=""9780985238605""",0,4.16,Laura Kavanau-Levine,ebook,472,1993,1993,,2021/10/05,to-read,to-read (#434),to-read,,,,0,0
57648017,The Storyteller: Tales of Life and Music,Dave Grohl,"Grohl, Dave",,"=""0063076098""","=""9780063076099""",0,4.48, Dey Street Books ,Hardcover,384,2021,2021,,2021/10/05,to-read,to-read (#433),to-read,,,,0,0
70241,Crash,J.G. Ballard,"Ballard, J.G.",,"=""0312420331""","=""9780312420338""",0,3.59,Picador,Paperback,224,2001,1973,,2021/10/04,to-read,to-read (#432),to-read,,,,0,0
56072402,"Inhibitor Phase (Revelation Space, #4)",Alastair Reynolds,"Reynolds, Alastair",,"=""""","=""9780316462778""",0,4.12,Orbit,ebook,432,2021,2021,,2021/10/04,to-read,to-read (#431),to-read,,,,0,0
102439,Rainbows End,Vernor Vinge,"Vinge, Vernor",,"=""0812536363""","=""9780812536362""",0,3.77,Tor Science Fiction,Mass Market Paperback,381,2007,2006,,2021/10/04,to-read,to-read (#430),to-read,,,,0,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""""","=""""",0,4.01,Viking,Hardcover,304,2020,2020,,2021/09/29,to-read,to-read (#429),to-read,,,,0,0
53132359,Forgotten Peoples of the Ancient World,Philip Matyszak,"Matyszak, Philip",,"=""0500052158""","=""9780500052150""",0,4.14,Thames  Hudson,Hardcover,288,2020,2020,,2021/09/20,to-read,to-read (#428),to-read,,,,0,0
53288891,"Aftermath: Life in the Fallout of the Third Reich, 1945–1955",Harald Jähner,"Jähner, Harald",,"=""075355786X""","=""9780753557860""",0,4.08,WH Allen,Hardcover,400,2021,2019,,2021/09/08,to-read,to-read (#427),to-read,,,,0,0
16004181,Amatka,Karin Tidbeck,"Tidbeck, Karin",,"=""9186843540""","=""9789186843540""",0,3.78,Mix Förlag,Hardcover,224,2012,2012,,2021/08/29,to-read,to-read (#426),to-read,,,,0,0
36609811,"The Powers of the Earth (Aristillus, #1)",Travis J.I. Corcoran,"Corcoran, Travis J.I.",,"=""""","=""""",0,3.95,MorlockPublishing.com,Kindle Edition,663,2017,,,2021/08/28,to-read,to-read (#425),to-read,,,,0,0
58557,The Informant,Kurt Eichenwald,"Eichenwald, Kurt",,"=""0767903277""","=""9780767903271""",0,3.96,Crown,Paperback,629,2001,2000,,2021/08/22,to-read,to-read (#424),to-read,,,,0,0
1018410,"Certain to Win: The Strategy of John Boyd, Applied to Business",Chet Richards,"Richards, Chet",,"=""1413453767""","=""9781413453768""",0,4.13,"Xlibris, Corp.",Paperback,,2004,2004,,2021/08/08,to-read,to-read (#423),to-read,,,recommendation from Dan Kimerling (Harrison Metal),0,0
110272,Jim Bridger: Mountain Man,Stanley Vestal,"Vestal, Stanley",,"=""0803257201""","=""9780803257207""",0,3.92,Bison Books,Paperback,333,1970,1970,,2021/08/08,to-read,to-read (#422),to-read,,,,0,0
17884045,The Planetary Omnibus,Warren Ellis,"Ellis, Warren",John Cassaday,"=""1401242383""","=""9781401242381""",0,4.46,Dc Comics,Hardcover,825,2014,2011,,2021/08/08,to-read,to-read (#421),to-read,,,,0,0
139069,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Lansing, Alfred",,"=""""","=""""",0,4.43,Carroll & Graf Publishers,Hardcover,282,1999,1959,,2021/08/08,to-read,to-read (#420),to-read,,,,0,0
862760,Gift of the Red Bird: The Story of a Divine Encounter,Paula D'Arcy,"D'Arcy, Paula",,"=""0824519566""","=""9780824519568""",0,4.19,Crossroad Publishing,Paperback,152,2002,1996,,2021/08/08,to-read,to-read (#419),to-read,,,,0,0
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.",,"=""048627263X""","=""9780486272634""",0,3.81,"Dover Publications, Inc.",Paperback,96,1992,1884,,2021/08/08,to-read,to-read (#418),to-read,,,,0,0
504,The Invention of Peace: Reflections on War and International Order,Michael Eliot Howard,"Howard, Michael Eliot",,"=""0300088663""","=""9780300088663""",0,3.69,Yale University Press,Hardcover,128,2001,2000,,2021/08/08,to-read,to-read (#417),to-read,,,,0,0
96629,Hope for the Flowers,Trina Paulus,"Paulus, Trina",,"=""0809182491""","=""9780809182497""",0,4.35,Paulist Pr,Paperback,160,1997,1972,,2021/08/08,to-read,to-read (#416),to-read,,,,0,0
75867,The Theater and Its Double,Antonin Artaud,"Artaud, Antonin",Mary C. Richards,"=""0802150306""","=""9780802150301""",0,4.15,Grove Press,Paperback,159,1994,1938,,2021/08/08,to-read,to-read (#415),to-read,,,,0,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.37,Beacon Press,Paperback,165,2006,1959,,2021/08/08,to-read,to-read (#414),to-read,,,,0,0
6705771,Literary Machines,Theodor Holm Nelson,"Nelson, Theodor Holm",,"=""0893470554""","=""9780893470555""",0,4.52,Mindful Press,Paperback,0,1988,1988,,2021/08/08,to-read,to-read (#413),to-read,,,,0,0
17736859,"The Story of the Human Body: Evolution, Health, and Disease",Daniel E. Lieberman,"Lieberman, Daniel E.",,"=""0307907414""","=""9780307907417""",0,4.26,Vintage,ebook,480,2013,2013,,2021/08/08,to-read,to-read (#412),to-read,,,,0,0
6593831,Yes is More: An Archicomic on Architectural Evolution,Bjarke Ingels Group,"Group, Bjarke Ingels",,"=""8799298805""","=""9788799298808""",0,4.04,BIG ApS,Paperback,400,2009,2009,,2021/08/08,to-read,to-read (#411),to-read,,,,0,0
1505330,The Age of Lincoln,Orville Vernon Burton,"Burton, Orville Vernon",,"=""0809095130""","=""9780809095131""",0,3.95,Hill and Wang,Hardcover,432,2007,2007,,2021/08/08,to-read,to-read (#410),to-read,,,,0,0
3339527,All Art is Propaganda: Critical Essays,George Orwell,"Orwell, George","George Packer, Keith Gessen","=""0151013551""","=""9780151013555""",0,4.24,Houghton Mifflin Harcourt,Hardcover,374,2008,1941,,2021/08/08,to-read,to-read (#409),to-read,,,,0,0
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",0,4.17,William Morrow,Hardcover,937,2008,2008,,2021/08/08,to-read,to-read (#408),to-read,,,,0,0
6601267,The Machinery of Life,David S. Goodsell,"Goodsell, David S.",,"=""0387849246""","=""9780387849249""",0,4.41,Springer,Hardcover,179,2009,1992,,2021/08/08,to-read,to-read (#407),to-read,,,,0,0
5489335,How to Castrate a Bull,Dave Hitz,"Hitz, Dave",,"=""0470345233""","=""9780470345238""",0,4.00,Jossey-Bass,Hardcover,208,2008,2008,,2021/08/08,to-read,to-read (#406),to-read,,,,0,0
325779,Next of Kin: My Conversations with Chimpanzees,Roger Fouts,"Fouts, Roger",Stephen Tukel Mills,"=""0380728222""","=""9780380728220""",0,4.47,William Morrow Paperbacks,Paperback,448,1998,1997,,2021/08/08,to-read,to-read (#405),to-read,,,,0,0
15043435,"Why the World Doesn't Seem to Make Sense: An Inquiry into Science, Philosophy, and Perception",Steve Hagen,"Hagen, Steve",,"=""1591811805""","=""9781591811800""",0,4.11,Sentient Publications,Paperback,303,2012,2012,,2021/08/08,to-read,to-read (#404),to-read,,,,0,0
44882,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,"Petzold, Charles",,"=""0735611319""","=""9780735611313""",0,4.39,Microsoft Press,Paperback,400,2000,1999,,2021/08/08,to-read,to-read (#403),to-read,,,,0,0
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",0,4.15,Penguin Books,Paperback,184,2005,1985,,2017/01/11,"to-read, 2018","to-read (#175), 2018 (#24)",to-read,,,from a quote on bret victor's quotes page,0,0
19184463,The Playboy Interview: Moguls,Playboy Magazine,"Magazine, Playboy",,"=""""","=""""",0,4.29,,Kindle Edition,422,2012,2012,,2021/08/08,to-read,to-read (#402),to-read,,,,0,0
20663711,The Italian Americans: A History,Maria Laurino,"Laurino, Maria",,"=""0393241297""","=""9780393241297""",0,4.20,W. W. Norton & Company,Hardcover,320,2014,2014,,2021/08/08,to-read,to-read (#401),to-read,,,,0,0
796214,The Robber Barons,Matthew Josephson,"Josephson, Matthew",,"=""""","=""9780156767903""",0,3.76,Harper Paperbacks,Paperback,496,1962,1934,,2021/08/08,to-read,to-read (#400),to-read,,,one of Larry Ellison's favorites,0,0
45171337,The Treasures of Death Valley (The Secrets of Death Valley #1),Tom  Hunter,"Hunter, Tom",,"=""""","=""""",0,3.60,,Kindle Edition,226,2019,,,2021/08/08,to-read,to-read (#399),to-read,,,,0,0
38840,Boyd: The Fighter Pilot Who Changed the Art of War,Robert Coram,"Coram, Robert",,"=""0316796883""","=""9780316796880""",0,4.15,Back Bay Books,Paperback,504,2004,,,2018/08/06,to-read,to-read (#274),to-read,,,recommended by Rands as an amazing leadership book that doesn't read as such,0,0
43263225,Supernova Era,Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""1250306035""","=""9781250306036""",0,3.30,Tor Books,Hardcover,352,2019,2003,,2021/08/05,to-read,to-read (#398),to-read,,,,0,0
45697427,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""""","=""""",5,4.13,Ballantine Books,Kindle Edition,352,2016,2016,2021/07/29,2021/07/11,,,read,,,,1,0
11872850,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0547572484""","=""9780547572482""",0,3.60,Mariner Books Classics,Paperback,274,2012,1962,,2021/07/27,to-read,to-read (#397),to-read,,,,0,0
13593002,U.S. Military Working Dog Training Handbook,U.S. Department of Defense,"Defense, U.S. Department of",,"=""0762780320""","=""9780762780327""",0,4.11,Lyons Press,Paperback,304,2012,2012,,2021/07/27,to-read,to-read (#396),to-read,,,,0,0
55552920,Big Vape: The Incendiary Rise of Juul,Jamie Ducharme,"Ducharme, Jamie",,"=""1250777534""","=""9781250777539""",0,3.93,Henry Holt and Co.,Hardcover,336,2021,,,2021/07/27,to-read,to-read (#395),to-read,,,,0,0
43125362,Tolstoy Selected Stories,Leo Tolstoy,"Tolstoy, Leo",,"=""1788884337""","=""9781788884334""",0,3.77,Arcturus Publishing Ltd,Paperback,301,2018,,,2021/07/27,to-read,to-read (#394),to-read,,,,0,0
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""""","=""""",0,3.92,Ace,Paperback,525,1991,1961,,2021/07/27,to-read,to-read (#393),to-read,,,,0,0
55278507,"Shards of Earth (The Final Architecture, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",Sophie Aldred,"=""1549106392""","=""9781549106392""",0,4.20,Orbit,Audiobook,,2021,2021,,2021/07/24,to-read,to-read (#392),to-read,,,,0,0
38897904,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.24,William Morrow,Kindle Edition,1168,2009,1999,2021/07/14,2021/04/02,abandoned,abandoned (#28),read,,,,1,0
54906250,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""""","=""""",5,4.52,Ballantine Books,Kindle Edition,481,2021,2021,2021/07/11,2021/07/06,,,read,,,,1,0
57444560,The Cretaceous Past,Liu Cixin,"Cixin, Liu",,"=""1645240150""","=""9781645240150""",0,3.88,Subterranean Pr,Hardcover,192,2021,2003,,2021/06/01,to-read,to-read (#386),to-read,,,,0,0
55926967,Byzantine Empathy,Ken Liu,"Liu, Ken",,"=""""","=""""",0,4.29,,,,2018,,,2021/07/04,to-read,to-read (#391),to-read,,,,0,0
96472,"Sundiver (The Uplift Saga, #1)",David Brin,"Brin, David",,"=""0553269828""","=""9780553269826""",0,3.69,Bantam Spectra,Mass Market Paperback,340,2010,1980,,2021/06/24,to-read,to-read (#390),to-read,,,,0,0
55503091,From Rebel to Ruler: One Hundred Years of the Chinese Communist Party,Tony Saich,"Saich, Tony",,"=""0674988116""","=""9780674988118""",0,3.91,Belknap Press: An Imprint of Harvard University Press,Hardcover,560,2021,,,2021/06/24,to-read,to-read (#389),to-read,,,,0,0
164515,Orality and Literacy: The Technologizing of the Word,Walter J. Ong,"Ong, Walter J.",,"=""0415281296""","=""9780415281294""",0,4.12,Routledge,Paperback,216,2002,1982,,2021/06/24,to-read,to-read (#388),to-read,,,,0,0
18491381,"The Ghost War (John Wells, #2)",Alex Berenson,"Berenson, Alex",,"=""""","=""""",5,4.04,Jove,Kindle Edition,412,2009,2008,2021/06/23,2021/06/16,,,read,,,,1,0
